RegionDescription,AÑO,CategoryName,CompanyName,ProductName,CANTIDAD
Eastern                                           ,1997,Dairy Products,Eastern Connection,Queso Cabrales,105.0000
Eastern                                           ,1997,Dairy Products,Ernst Handel,Gorgonzola Telino,1075.0000
Eastern                                           ,1997,Dairy Products,Ernst Handel,Gudbrandsdalsost,2340.0000
Eastern                                           ,1997,Dairy Products,Ernst Handel,Queso Cabrales,315.0000
Eastern                                           ,1997,Dairy Products,Ernst Handel,Raclette Courdavault,3080.0000
Eastern                                           ,1997,Dairy Products,Familia Arquibaldo,Geitost,100.0000
Eastern                                           ,1997,Dairy Products,Folk och f HB,Gorgonzola Telino,25.0000
Eastern                                           ,1997,Dairy Products,Frankenversand,Camembert Pierrot,680.0000
Eastern                                           ,1997,Dairy Products,Frankenversand,Gudbrandsdalsost,900.0000
Eastern                                           ,1997,Dairy Products,Furia Bacalhau e Frutos do Mar,Camembert Pierrot,544.0000
Eastern                                           ,1997,Dairy Products,Gourmet Lanchonetes,Camembert Pierrot,340.0000
Eastern                                           ,1997,Dairy Products,Great Lakes Food Market,Flotemysost,322.5000
Eastern                                           ,1997,Dairy Products,Great Lakes Food Market,Raclette Courdavault,1650.0000
Eastern                                           ,1997,Dairy Products,HILARION-Abastos,Gudbrandsdalsost,648.0000
Eastern                                           ,1997,Dairy Products,HILARION-Abastos,Queso Cabrales,84.0000
Eastern                                           ,1997,Dairy Products,Hanari Carnes,Flotemysost,193.5000
Eastern                                           ,1997,Dairy Products,Hanari Carnes,Gorgonzola Telino,125.0000
Eastern                                           ,1997,Dairy Products,Hungry Owl All-Night Grocers,Gorgonzola Telino,750.0000
Eastern                                           ,1997,Dairy Products,Hungry Owl All-Night Grocers,Raclette Courdavault,2200.0000
Eastern                                           ,1997,Dairy Products,Island Trading,Flotemysost,528.9000
Eastern                                           ,1997,Dairy Products,Island Trading,Geitost,24.0000
Eastern                                           ,1997,Dairy Products,Island Trading,Mozzarella di Giovanni,348.0000
Eastern                                           ,1997,Dairy Products,Island Trading,Raclette Courdavault,330.0000
Eastern                                           ,1997,Dairy Products,Kniglich Essen,Queso Cabrales,315.0000
Eastern                                           ,1997,Dairy Products,Kniglich Essen,Queso Manchego La Pastora,1368.0000
Eastern                                           ,1997,Dairy Products,Kniglich Essen,Raclette Courdavault,1584.0000
Eastern                                           ,1997,Dairy Products,La maison d'Asie,Geitost,40.0000
Eastern                                           ,1997,Dairy Products,La maison d'Asie,Gudbrandsdalsost,288.0000
Eastern                                           ,1997,Dairy Products,Lonesome Pine Restaurant,Raclette Courdavault,55.0000
Eastern                                           ,1997,Dairy Products,Magazzini Alimentari Riuniti,Mozzarella di Giovanni,1044.0000
Eastern                                           ,1997,Dairy Products,Maison Dewey,Gudbrandsdalsost,360.0000
Eastern                                           ,1997,Dairy Products,Maison Dewey,Mozzarella di Giovanni,522.0000
Eastern                                           ,1997,Dairy Products,Morgenstern Gesundkost,Mozzarella di Giovanni,1044.0000
Eastern                                           ,1997,Dairy Products,Morgenstern Gesundkost,Raclette Courdavault,660.0000
Eastern                                           ,1997,Dairy Products,Mre Paillarde,Camembert Pierrot,2380.0000
Eastern                                           ,1997,Dairy Products,Mre Paillarde,Flotemysost,322.5000
Eastern                                           ,1997,Dairy Products,Mre Paillarde,Raclette Courdavault,1100.0000
Eastern                                           ,1997,Dairy Products,North/South,Gudbrandsdalsost,108.0000
Eastern                                           ,1997,Dairy Products,Old World Delicatessen,Gorgonzola Telino,250.0000
Eastern                                           ,1997,Dairy Products,Ottilies Kseladen,Flotemysost,258.0000
Eastern                                           ,1997,Dairy Products,Ottilies Kseladen,Gudbrandsdalsost,432.0000
Eastern                                           ,1997,Dairy Products,Ottilies Kseladen,Queso Cabrales,504.0000
Eastern                                           ,1997,Dairy Products,QUICK-Stop,Camembert Pierrot,4726.0000
Eastern                                           ,1997,Dairy Products,QUICK-Stop,Geitost,40.0000
Eastern                                           ,1997,Dairy Products,QUICK-Stop,Gorgonzola Telino,687.5000
Eastern                                           ,1997,Dairy Products,Queen Cozinha,Camembert Pierrot,510.0000
Eastern                                           ,1997,Dairy Products,Rattlesnake Canyon Grocery,Flotemysost,1225.5000
Eastern                                           ,1997,Dairy Products,Rattlesnake Canyon Grocery,Gorgonzola Telino,512.5000
Eastern                                           ,1997,Dairy Products,Reggiani Caseifici,Geitost,50.0000
Eastern                                           ,1997,Dairy Products,Reggiani Caseifici,Raclette Courdavault,550.0000
Eastern                                           ,1997,Dairy Products,Ricardo Adocicados,Flotemysost,34.4000
Eastern                                           ,1997,Dairy Products,Richter Supermarkt,Camembert Pierrot,1632.0000
Eastern                                           ,1997,Dairy Products,Richter Supermarkt,Gorgonzola Telino,375.0000
Eastern                                           ,1997,Dairy Products,Richter Supermarkt,Gudbrandsdalsost,576.0000
Eastern                                           ,1997,Dairy Products,Richter Supermarkt,Mozzarella di Giovanni,730.8000
Eastern                                           ,1997,Dairy Products,Save-a-lot Markets,Camembert Pierrot,2380.0000
Eastern                                           ,1997,Dairy Products,Save-a-lot Markets,Geitost,35.0000
Eastern                                           ,1997,Dairy Products,Save-a-lot Markets,Mozzarella di Giovanni,417.6000
Eastern                                           ,1997,Dairy Products,Seven Seas Imports,Queso Cabrales,1050.0000
Eastern                                           ,1997,Dairy Products,Simons bistro,Mozzarella di Giovanni,835.2000
Eastern                                           ,1997,Dairy Products,Trail's Head Gourmet Provisioners,Geitost,35.0000
Eastern                                           ,1997,Dairy Products,Victuailles en stock,Mozzarella di Giovanni,1112.0000
Eastern                                           ,1997,Dairy Products,Wartian Herkku,Camembert Pierrot,816.0000
Eastern                                           ,1997,Dairy Products,Wartian Herkku,Gorgonzola Telino,375.0000
Eastern                                           ,1997,Dairy Products,Wartian Herkku,Gudbrandsdalsost,360.0000
Eastern                                           ,1997,Dairy Products,Wartian Herkku,Queso Cabrales,315.0000
Eastern                                           ,1997,Dairy Products,Wellington Importadora,Raclette Courdavault,825.0000
Eastern                                           ,1997,Grains/Cereals,Antonio Moreno Taquera,Ravioli Angelo,97.5000
Eastern                                           ,1997,Grains/Cereals,Around the Horn,Filo Mix,210.0000
Eastern                                           ,1997,Grains/Cereals,Around the Horn,Ravioli Angelo,780.0000
Eastern                                           ,1997,Grains/Cereals,B's Beverages,Gnocchi di nonna Alice,608.0000
Eastern                                           ,1997,Grains/Cereals,B's Beverages,Ravioli Angelo,117.0000
Eastern                                           ,1997,Grains/Cereals,Berglunds snabbkp,Filo Mix,175.0000
Eastern                                           ,1997,Grains/Cereals,Bon app',Gnocchi di nonna Alice,1140.0000
Eastern                                           ,1997,Grains/Cereals,Bon app',Ravioli Angelo,273.0000
Eastern                                           ,1997,Grains/Cereals,Bon app',Singaporean Hokkien Fried Mee,420.0000
Eastern                                           ,1997,Grains/Cereals,Bon app',Tunnbrd,108.0000
Eastern                                           ,1997,Grains/Cereals,Bon app',Wimmers gute Semmelkndel,212.8000
Eastern                                           ,1997,Grains/Cereals,Chop-suey Chinese,Singaporean Hokkien Fried Mee,392.0000
Eastern                                           ,1997,Grains/Cereals,Comrcio Mineiro,Gnocchi di nonna Alice,912.0000
Eastern                                           ,1997,Grains/Cereals,Consolidated Holdings,Tunnbrd,151.2000
Eastern                                           ,1997,Grains/Cereals,Die Wandernde Kuh,Wimmers gute Semmelkndel,498.7500
Eastern                                           ,1997,Grains/Cereals,Du monde entier,Filo Mix,63.0000
Eastern                                           ,1997,Grains/Cereals,Ernst Handel,Gnocchi di nonna Alice,912.0000
Eastern                                           ,1997,Grains/Cereals,Ernst Handel,Singaporean Hokkien Fried Mee,168.0000
Eastern                                           ,1997,Grains/Cereals,Familia Arquibaldo,Filo Mix,28.0000
Eastern                                           ,1997,Grains/Cereals,Frankenversand,Tunnbrd,288.0000
Eastern                                           ,1997,Grains/Cereals,Furia Bacalhau e Frutos do Mar,Gnocchi di nonna Alice,1368.0000
Eastern                                           ,1997,Grains/Cereals,Galera del gastrnomo,Gnocchi di nonna Alice,152.0000
Eastern                                           ,1997,Grains/Cereals,Galera del gastrnomo,Wimmers gute Semmelkndel,186.2000
Eastern                                           ,1997,Grains/Cereals,Godos Cocina Tpica,Wimmers gute Semmelkndel,299.2500
Eastern                                           ,1997,Grains/Cereals,Gourmet Lanchonetes,Singaporean Hokkien Fried Mee,280.0000
Eastern                                           ,1997,Grains/Cereals,Great Lakes Food Market,Gnocchi di nonna Alice,532.0000
Eastern                                           ,1997,Grains/Cereals,Hanari Carnes,Gnocchi di nonna Alice,760.0000
Eastern                                           ,1997,Grains/Cereals,Hungry Owl All-Night Grocers,Singaporean Hokkien Fried Mee,280.0000
Eastern                                           ,1997,Grains/Cereals,Island Trading,Gnocchi di nonna Alice,570.0000
Eastern                                           ,1997,Grains/Cereals,Island Trading,Tunnbrd,135.0000
Eastern                                           ,1997,Grains/Cereals,Laughing Bacchus Wine Cellars,Filo Mix,35.0000
Eastern                                           ,1997,Grains/Cereals,Magazzini Alimentari Riuniti,Singaporean Hokkien Fried Mee,448.0000
Eastern                                           ,1997,Grains/Cereals,Mre Paillarde,Gnocchi di nonna Alice,760.0000
Eastern                                           ,1997,Grains/Cereals,Old World Delicatessen,Singaporean Hokkien Fried Mee,560.0000
Eastern                                           ,1997,Grains/Cereals,Ottilies Kseladen,Tunnbrd,180.0000
Eastern                                           ,1997,Grains/Cereals,QUICK-Stop,Singaporean Hokkien Fried Mee,1400.0000
Eastern                                           ,1997,Grains/Cereals,QUICK-Stop,Wimmers gute Semmelkndel,931.0000
Eastern                                           ,1997,Grains/Cereals,Rattlesnake Canyon Grocery,Gnocchi di nonna Alice,2128.0000
Eastern                                           ,1997,Grains/Cereals,Reggiani Caseifici,Gnocchi di nonna Alice,380.0000
Eastern                                           ,1997,Grains/Cereals,Ricardo Adocicados,Filo Mix,490.0000
Eastern                                           ,1997,Grains/Cereals,Ricardo Adocicados,Gustaf's Knckebrd,315.0000
Eastern                                           ,1997,Grains/Cereals,Save-a-lot Markets,Gnocchi di nonna Alice,2394.0000
Eastern                                           ,1997,Grains/Cereals,Suprmes dlices,Singaporean Hokkien Fried Mee,588.0000
Eastern                                           ,1997,Grains/Cereals,Toms Spezialitten,Gnocchi di nonna Alice,1064.0000
Eastern                                           ,1997,Grains/Cereals,Trail's Head Gourmet Provisioners,Wimmers gute Semmelkndel,199.5000
Eastern                                           ,1997,Grains/Cereals,Wartian Herkku,Gnocchi di nonna Alice,1900.0000
Eastern                                           ,1997,Grains/Cereals,Wartian Herkku,Gustaf's Knckebrd,504.0000
Eastern                                           ,1997,Grains/Cereals,White Clover Markets,Gnocchi di nonna Alice,532.0000
Eastern                                           ,1997,Grains/Cereals,Wilman Kala,Singaporean Hokkien Fried Mee,84.0000
Eastern                                           ,1997,Meat/Poultry,Around the Horn,Perth Pasties,590.4000
Eastern                                           ,1997,Meat/Poultry,Around the Horn,Pt chinois,504.0000
Eastern                                           ,1997,Meat/Poultry,Berglunds snabbkp,Perth Pasties,393.6000
Eastern                                           ,1997,Meat/Poultry,Berglunds snabbkp,Tourtire,156.4500
Eastern                                           ,1997,Meat/Poultry,Blido Comidas preparadas,Alice Mutton,1560.0000
Eastern                                           ,1997,Meat/Poultry,Blido Comidas preparadas,Thringer Rostbratwurst,2475.8000
Eastern                                           ,1997,Meat/Poultry,Bottom-Dollar Markets,Alice Mutton,1560.0000
Eastern                                           ,1997,Meat/Poultry,Die Wandernde Kuh,Pt chinois,96.0000
Eastern                                           ,1997,Meat/Poultry,Eastern Connection,Thringer Rostbratwurst,2079.0000
Eastern                                           ,1997,Meat/Poultry,Ernst Handel,Alice Mutton,3003.0000
Eastern                                           ,1997,Meat/Poultry,Ernst Handel,Thringer Rostbratwurst,1485.4800
Eastern                                           ,1997,Meat/Poultry,Familia Arquibaldo,Perth Pasties,820.0000
Eastern                                           ,1997,Meat/Poultry,Familia Arquibaldo,Pt chinois,144.0000
Eastern                                           ,1997,Meat/Poultry,Familia Arquibaldo,Tourtire,223.5000
Eastern                                           ,1997,Meat/Poultry,Frankenversand,Perth Pasties,328.0000
Eastern                                           ,1997,Meat/Poultry,Frankenversand,Tourtire,111.7500
Eastern                                           ,1997,Meat/Poultry,Godos Cocina Tpica,Thringer Rostbratwurst,2475.8000
Eastern                                           ,1997,Meat/Poultry,Hungry Coyote Import Store,Tourtire,29.8000
Eastern                                           ,1997,Meat/Poultry,Kniglich Essen,Pt chinois,288.0000
Eastern                                           ,1997,Meat/Poultry,Kniglich Essen,Tourtire,178.8000
Eastern                                           ,1997,Meat/Poultry,LILA-Supermercado,Pt chinois,1152.0000
Eastern                                           ,1997,Meat/Poultry,LINO-Delicateses,Pt chinois,576.0000
Eastern                                           ,1997,Meat/Poultry,La maison d'Asie,Thringer Rostbratwurst,2475.8000
Eastern                                           ,1997,Meat/Poultry,Maison Dewey,Pt chinois,336.0000
Eastern                                           ,1997,Meat/Poultry,Pericles Comidas clsicas,Perth Pasties,196.8000
Eastern                                           ,1997,Meat/Poultry,Piccolo und mehr,Alice Mutton,1170.0000
Eastern                                           ,1997,Meat/Poultry,QUICK-Stop,Mishi Kobe Niku,1552.0000
Eastern                                           ,1997,Meat/Poultry,QUICK-Stop,Pt chinois,2304.0000
Eastern                                           ,1997,Meat/Poultry,QUICK-Stop,Thringer Rostbratwurst,4951.6000
Eastern                                           ,1997,Meat/Poultry,Queen Cozinha,Pt chinois,288.0000
Eastern                                           ,1997,Meat/Poultry,Queen Cozinha,Tourtire,141.6000
Eastern                                           ,1997,Meat/Poultry,Rattlesnake Canyon Grocery,Alice Mutton,624.0000
Eastern                                           ,1997,Meat/Poultry,Rattlesnake Canyon Grocery,Pt chinois,600.0000
Eastern                                           ,1997,Meat/Poultry,Reggiani Caseifici,Alice Mutton,780.0000
Eastern                                           ,1997,Meat/Poultry,Save-a-lot Markets,Alice Mutton,4953.0000
Eastern                                           ,1997,Meat/Poultry,Save-a-lot Markets,Perth Pasties,3936.0000
Eastern                                           ,1997,Meat/Poultry,Save-a-lot Markets,Thringer Rostbratwurst,2376.0000
Eastern                                           ,1997,Meat/Poultry,Seven Seas Imports,Tourtire,52.1500
Eastern                                           ,1997,Meat/Poultry,Simons bistro,Pt chinois,1440.0000
Eastern                                           ,1997,Meat/Poultry,The Cracker Box,Thringer Rostbratwurst,742.7400
Eastern                                           ,1997,Meat/Poultry,Tradio Hipermercados,Pt chinois,480.0000
Eastern                                           ,1997,Meat/Poultry,Vaffeljernet,Thringer Rostbratwurst,1782.0000
Eastern                                           ,1997,Meat/Poultry,Vaffeljernet,Tourtire,372.5000
Eastern                                           ,1997,Meat/Poultry,Wartian Herkku,Thringer Rostbratwurst,1237.9000
Eastern                                           ,1997,Meat/Poultry,Wartian Herkku,Tourtire,22.3500
Eastern                                           ,1997,Meat/Poultry,White Clover Markets,Perth Pasties,328.0000
Eastern                                           ,1997,Meat/Poultry,Wilman Kala,Pt chinois,120.0000
Eastern                                           ,1997,Meat/Poultry,Wolski  Zajazd,Tourtire,22.3500
Eastern                                           ,1997,Produce,Around the Horn,Manjimup Dried Apples,1060.0000
Eastern                                           ,1997,Produce,B's Beverages,Uncle Bob's Organic Dried Pears,720.0000
Eastern                                           ,1997,Produce,Berglunds snabbkp,Rssle Sauerkraut,912.0000
Eastern                                           ,1997,Produce,Berglunds snabbkp,Tofu,372.0000
Eastern                                           ,1997,Produce,Blauer See Delikatessen,Rssle Sauerkraut,136.8000
Eastern                                           ,1997,Produce,Bon app',Manjimup Dried Apples,1060.0000
Eastern                                           ,1997,Produce,Bon app',Uncle Bob's Organic Dried Pears,1500.0000
Eastern                                           ,1997,Produce,Ernst Handel,Manjimup Dried Apples,6360.0000
Eastern                                           ,1997,Produce,Folies gourmandes,Manjimup Dried Apples,795.0000
Eastern                                           ,1997,Produce,Folies gourmandes,Uncle Bob's Organic Dried Pears,1050.0000
Eastern                                           ,1997,Produce,Folk och f HB,Manjimup Dried Apples,2650.0000
Eastern                                           ,1997,Produce,Frankenversand,Tofu,697.5000
Eastern                                           ,1997,Produce,Gourmet Lanchonetes,Manjimup Dried Apples,1484.0000
Eastern                                           ,1997,Produce,HILARION-Abastos,Longlife Tofu,128.0000
Eastern                                           ,1997,Produce,HILARION-Abastos,Manjimup Dried Apples,1060.0000
Eastern                                           ,1997,Produce,Hungry Owl All-Night Grocers,Manjimup Dried Apples,159.0000
Eastern                                           ,1997,Produce,LILA-Supermercado,Rssle Sauerkraut,912.0000
Eastern                                           ,1997,Produce,Lonesome Pine Restaurant,Manjimup Dried Apples,1060.0000
Eastern                                           ,1997,Produce,Lonesome Pine Restaurant,Rssle Sauerkraut,319.2000
Eastern                                           ,1997,Produce,Maison Dewey,Rssle Sauerkraut,912.0000
Eastern                                           ,1997,Produce,Ottilies Kseladen,Tofu,348.7500
Eastern                                           ,1997,Produce,Ottilies Kseladen,Uncle Bob's Organic Dried Pears,1050.0000
Eastern                                           ,1997,Produce,Pericles Comidas clsicas,Rssle Sauerkraut,655.2000
Eastern                                           ,1997,Produce,Pericles Comidas clsicas,Tofu,223.2000
Eastern                                           ,1997,Produce,Piccolo und mehr,Tofu,651.0000
Eastern                                           ,1997,Produce,QUICK-Stop,Longlife Tofu,120.0000
Eastern                                           ,1997,Produce,QUICK-Stop,Manjimup Dried Apples,2544.0000
Eastern                                           ,1997,Produce,Rancho grande,Manjimup Dried Apples,371.0000
Eastern                                           ,1997,Produce,Richter Supermarkt,Manjimup Dried Apples,318.0000
Eastern                                           ,1997,Produce,Save-a-lot Markets,Uncle Bob's Organic Dried Pears,1350.0000
Eastern                                           ,1997,Produce,Seven Seas Imports,Manjimup Dried Apples,530.0000
Eastern                                           ,1997,Produce,Simons bistro,Manjimup Dried Apples,1590.0000
Eastern                                           ,1997,Produce,The Cracker Box,Rssle Sauerkraut,456.0000
Eastern                                           ,1997,Produce,Vaffeljernet,Rssle Sauerkraut,2736.0000
Eastern                                           ,1997,Produce,Vaffeljernet,Uncle Bob's Organic Dried Pears,300.0000
Eastern                                           ,1997,Produce,Victuailles en stock,Uncle Bob's Organic Dried Pears,684.0000
Eastern                                           ,1997,Produce,Wartian Herkku,Longlife Tofu,350.0000
Eastern                                           ,1997,Produce,White Clover Markets,Rssle Sauerkraut,228.0000
Eastern                                           ,1997,Seafood,Antonio Moreno Taquera,Boston Crab Meat,184.0000
Eastern                                           ,1997,Seafood,Around the Horn,Rd Kaviar,45.0000
Eastern                                           ,1997,Seafood,Around the Horn,Spegesild,336.0000
Eastern                                           ,1997,Seafood,Berglunds snabbkp,Ikura,62.0000
Eastern                                           ,1997,Seafood,Berglunds snabbkp,Nord-Ost Matjeshering,258.9000
Eastern                                           ,1997,Seafood,Bon app',Boston Crab Meat,828.0000
Eastern                                           ,1997,Seafood,Bon app',Carnarvon Tigers,1500.0000
Eastern                                           ,1997,Seafood,Bon app',Inlagd Sill,570.0000
Eastern                                           ,1997,Seafood,Bottom-Dollar Markets,Boston Crab Meat,735.0000
Eastern                                           ,1997,Seafood,Chop-suey Chinese,Konbu,36.0000
Eastern                                           ,1997,Seafood,Comrcio Mineiro,Spegesild,48.0000
Eastern                                           ,1997,Seafood,Consolidated Holdings,Konbu,4.8000
Eastern                                           ,1997,Seafood,Ernst Handel,Rogede sild,256.5000
Eastern                                           ,1997,Seafood,Familia Arquibaldo,Jack's New England Clam Chowder,115.8000
Eastern                                           ,1997,Seafood,Familia Arquibaldo,Nord-Ost Matjeshering,776.7000
Eastern                                           ,1997,Seafood,Folies gourmandes,Carnarvon Tigers,5000.0000
Eastern                                           ,1997,Seafood,Franchi S.p.A.,Boston Crab Meat,18.4000
Eastern                                           ,1997,Seafood,Frankenversand,Escargots de Bourgogne,397.5000
Eastern                                           ,1997,Seafood,Frankenversand,Rd Kaviar,750.0000
Eastern                                           ,1997,Seafood,Frankenversand,Spegesild,720.0000
Eastern                                           ,1997,Seafood,Furia Bacalhau e Frutos do Mar,Ikura,744.0000
Eastern                                           ,1997,Seafood,GROSELLA-Restaurante,Ikura,310.0000
Eastern                                           ,1997,Seafood,Gourmet Lanchonetes,Ikura,620.0000
Eastern                                           ,1997,Seafood,Gourmet Lanchonetes,Jack's New England Clam Chowder,38.6000
Eastern                                           ,1997,Seafood,Gourmet Lanchonetes,Nord-Ost Matjeshering,440.1300
Eastern                                           ,1997,Seafood,HILARION-Abastos,Boston Crab Meat,1104.0000
Eastern                                           ,1997,Seafood,HILARION-Abastos,Konbu,48.0000
Eastern                                           ,1997,Seafood,Hanari Carnes,Carnarvon Tigers,1250.0000
Eastern                                           ,1997,Seafood,Hanari Carnes,Inlagd Sill,285.0000
Eastern                                           ,1997,Seafood,Hungry Coyote Import Store,Rd Kaviar,450.0000
Eastern                                           ,1997,Seafood,Hungry Owl All-Night Grocers,Carnarvon Tigers,1562.5000
Eastern                                           ,1997,Seafood,Hungry Owl All-Night Grocers,Jack's New England Clam Chowder,772.0000
Eastern                                           ,1997,Seafood,Kniglich Essen,Inlagd Sill,760.0000
Eastern                                           ,1997,Seafood,LILA-Supermercado,Nord-Ost Matjeshering,579.6000
Eastern                                           ,1997,Seafood,La maison d'Asie,Spegesild,96.0000
Eastern                                           ,1997,Seafood,Lazy K Kountry Store,Boston Crab Meat,147.0000
Eastern                                           ,1997,Seafood,Lehmanns Marktstand,Boston Crab Meat,460.0000
Eastern                                           ,1997,Seafood,Lehmanns Marktstand,Nord-Ost Matjeshering,517.8000
Eastern                                           ,1997,Seafood,Magazzini Alimentari Riuniti,Inlagd Sill,570.0000
Eastern                                           ,1997,Seafood,Ottilies Kseladen,Jack's New England Clam Chowder,86.8500
Eastern                                           ,1997,Seafood,Ottilies Kseladen,Konbu,60.0000
Eastern                                           ,1997,Seafood,Pericles Comidas clsicas,Boston Crab Meat,308.7000
Eastern                                           ,1997,Seafood,Pericles Comidas clsicas,Rogede sild,199.5000
Eastern                                           ,1997,Seafood,QUICK-Stop,Boston Crab Meat,1288.0000
Eastern                                           ,1997,Seafood,QUICK-Stop,Carnarvon Tigers,2500.0000
Eastern                                           ,1997,Seafood,QUICK-Stop,Rogede sild,950.0000
Eastern                                           ,1997,Seafood,Queen Cozinha,Boston Crab Meat,110.4000
Eastern                                           ,1997,Seafood,Queen Cozinha,Nord-Ost Matjeshering,388.3500
Eastern                                           ,1997,Seafood,Rancho grande,Boston Crab Meat,294.0000
Eastern                                           ,1997,Seafood,Rattlesnake Canyon Grocery,Nord-Ost Matjeshering,372.6000
Eastern                                           ,1997,Seafood,Reggiani Caseifici,Jack's New England Clam Chowder,193.0000
Eastern                                           ,1997,Seafood,Ricardo Adocicados,Inlagd Sill,475.0000
Eastern                                           ,1997,Seafood,Richter Supermarkt,Escargots de Bourgogne,265.0000
Eastern                                           ,1997,Seafood,Richter Supermarkt,Rd Kaviar,135.0000
Eastern                                           ,1997,Seafood,Save-a-lot Markets,Boston Crab Meat,772.8000
Eastern                                           ,1997,Seafood,Save-a-lot Markets,Escargots de Bourgogne,159.0000
Eastern                                           ,1997,Seafood,Save-a-lot Markets,Ikura,2728.0000
Eastern                                           ,1997,Seafood,Save-a-lot Markets,Inlagd Sill,1045.0000
Eastern                                           ,1997,Seafood,Save-a-lot Markets,Jack's New England Clam Chowder,636.9000
Eastern                                           ,1997,Seafood,Save-a-lot Markets,Rogede sild,1045.0000
Eastern                                           ,1997,Seafood,Save-a-lot Markets,Spegesild,828.0000
Eastern                                           ,1997,Seafood,Simons bistro,Inlagd Sill,570.0000
Eastern                                           ,1997,Seafood,Simons bistro,Nord-Ost Matjeshering,647.2500
Eastern                                           ,1997,Seafood,Simons bistro,Spegesild,19.2000
Eastern                                           ,1997,Seafood,Tortuga Restaurante,Ikura,62.0000
Eastern                                           ,1997,Seafood,Trail's Head Gourmet Provisioners,Boston Crab Meat,36.8000
Eastern                                           ,1997,Seafood,Vaffeljernet,Boston Crab Meat,294.0000
Eastern                                           ,1997,Seafood,Vaffeljernet,Ikura,558.0000
Eastern                                           ,1997,Seafood,Vaffeljernet,Rogede sild,228.0000
Eastern                                           ,1997,Seafood,Victuailles en stock,Ikura,496.0000
Eastern                                           ,1997,Seafood,Victuailles en stock,Spegesild,192.0000
Eastern                                           ,1997,Seafood,Vins et alcools Chevalier,Jack's New England Clam Chowder,115.8000
Eastern                                           ,1997,Seafood,Vins et alcools Chevalier,Konbu,24.0000
Eastern                                           ,1997,Seafood,Wartian Herkku,Escargots de Bourgogne,79.5000
Eastern                                           ,1997,Seafood,Wartian Herkku,Konbu,60.0000
Eastern                                           ,1997,Seafood,White Clover Markets,Rogede sild,380.0000
Eastern                                           ,1998,Beverages,Around the Horn,Laughing Lumberjack Lager,210.0000
Eastern                                           ,1998,Beverages,Around the Horn,Steeleye Stout,72.0000
Eastern                                           ,1998,Beverages,B's Beverages,Ipoh Coffee,1380.0000
Eastern                                           ,1998,Beverages,Berglunds snabbkp,Chang,399.0000
Eastern                                           ,1998,Beverages,Berglunds snabbkp,Guaran Fantstica,27.0000
Eastern                                           ,1998,Beverages,Bon app',Chartreuse verte,378.0000
Eastern                                           ,1998,Beverages,Bottom-Dollar Markets,Guaran Fantstica,135.0000
Eastern                                           ,1998,Beverages,Bottom-Dollar Markets,Ipoh Coffee,414.0000
Eastern                                           ,1998,Beverages,Bottom-Dollar Markets,Rhnbru Klosterbier,77.5000
Eastern                                           ,1998,Beverages,Cactus Comidas para llevar,Ipoh Coffee,322.0000
Eastern                                           ,1998,Beverages,Cactus Comidas para llevar,Rhnbru Klosterbier,155.0000
Eastern                                           ,1998,Beverages,Ernst Handel,Chang,152.0000
Eastern                                           ,1998,Beverages,Ernst Handel,Guaran Fantstica,135.0000
Eastern                                           ,1998,Beverages,Ernst Handel,Sasquatch Ale,840.0000
Eastern                                           ,1998,Beverages,Folk och f HB,Rhnbru Klosterbier,310.0000
Eastern                                           ,1998,Beverages,Frankenversand,Guaran Fantstica,180.0000
Eastern                                           ,1998,Beverages,Galera del gastrnomo,Lakkalikri,90.0000
Eastern                                           ,1998,Beverages,Godos Cocina Tpica,Chang,380.0000
Eastern                                           ,1998,Beverages,Godos Cocina Tpica,Guaran Fantstica,54.0000
Eastern                                           ,1998,Beverages,Great Lakes Food Market,Cte de Blaye,7905.0000
Eastern                                           ,1998,Beverages,HILARION-Abastos,Chai,360.0000
Eastern                                           ,1998,Beverages,Hanari Carnes,Cte de Blaye,15810.0000
Eastern                                           ,1998,Beverages,Hanari Carnes,Guaran Fantstica,157.5000
Eastern                                           ,1998,Beverages,LILA-Supermercado,Chartreuse verte,144.0000
Eastern                                           ,1998,Beverages,LINO-Delicateses,Chartreuse verte,180.0000
Eastern                                           ,1998,Beverages,LINO-Delicateses,Steeleye Stout,432.0000
Eastern                                           ,1998,Beverages,La corne d'abondance,Lakkalikri,360.0000
Eastern                                           ,1998,Beverages,La corne d'abondance,Outback Lager,60.0000
Eastern                                           ,1998,Beverages,Laughing Bacchus Wine Cellars,Outback Lager,75.0000
Eastern                                           ,1998,Beverages,Lehmanns Marktstand,Chai,720.0000
Eastern                                           ,1998,Beverages,Lehmanns Marktstand,Chang,380.0000
Eastern                                           ,1998,Beverages,Magazzini Alimentari Riuniti,Chang,190.0000
Eastern                                           ,1998,Beverages,Magazzini Alimentari Riuniti,Laughing Lumberjack Lager,560.0000
Eastern                                           ,1998,Beverages,Old World Delicatessen,Lakkalikri,900.0000
Eastern                                           ,1998,Beverages,Pericles Comidas clsicas,Guaran Fantstica,90.0000
Eastern                                           ,1998,Beverages,QUICK-Stop,Chang,950.0000
Eastern                                           ,1998,Beverages,QUICK-Stop,Chartreuse verte,1440.0000
Eastern                                           ,1998,Beverages,QUICK-Stop,Cte de Blaye,15810.0000
Eastern                                           ,1998,Beverages,QUICK-Stop,Lakkalikri,1620.0000
