RegionDescription,AÑO,CANTIDAD,CategoryName,CompanyName,ProductName
Eastern                                           ,1997,136.0000,Condiments,La maison d'Asie,Louisiana Hot Spiced Okra
Eastern                                           ,1997,278.0000,Confections,La maison d'Asie,Pavlova
Eastern                                           ,1997,40.0000,Dairy Products,La maison d'Asie,Geitost
Eastern                                           ,1997,288.0000,Dairy Products,La maison d'Asie,Gudbrandsdalsost
Eastern                                           ,1997,2475.8000,Meat/Poultry,La maison d'Asie,Thringer Rostbratwurst
Eastern                                           ,1997,96.0000,Seafood,La maison d'Asie,Spegesild
Eastern                                           ,1997,22.5000,Beverages,Laughing Bacchus Wine Cellars,Guaran Fantstica
Eastern                                           ,1997,35.0000,Grains/Cereals,Laughing Bacchus Wine Cellars,Filo Mix
Eastern                                           ,1997,147.0000,Seafood,Lazy K Kountry Store,Boston Crab Meat
Eastern                                           ,1997,720.0000,Beverages,Lehmanns Marktstand,Chai
Eastern                                           ,1997,960.0000,Condiments,Lehmanns Marktstand,Northwoods Cranberry Sauce
Eastern                                           ,1997,460.0000,Seafood,Lehmanns Marktstand,Boston Crab Meat
Eastern                                           ,1997,517.8000,Seafood,Lehmanns Marktstand,Nord-Ost Matjeshering
Eastern                                           ,1997,162.7500,Beverages,Let's Stop N Shop,Rhnbru Klosterbier
Eastern                                           ,1997,155.0000,Condiments,Let's Stop N Shop,Genen Shouyu
Eastern                                           ,1997,525.0000,Beverages,LILA-Supermercado,Outback Lager
Eastern                                           ,1997,195.0000,Condiments,LILA-Supermercado,Original Frankfurter grne Soe
Eastern                                           ,1997,500.0000,Confections,LILA-Supermercado,Maxilaku
Eastern                                           ,1997,320.0000,Confections,LILA-Supermercado,Sir Rodney's Scones
Eastern                                           ,1997,1152.0000,Meat/Poultry,LILA-Supermercado,Pt chinois
Eastern                                           ,1997,912.0000,Produce,LILA-Supermercado,Rssle Sauerkraut
Eastern                                           ,1997,579.6000,Seafood,LILA-Supermercado,Nord-Ost Matjeshering
Eastern                                           ,1997,304.0000,Beverages,LINO-Delicateses,Chang
Eastern                                           ,1997,720.0000,Beverages,LINO-Delicateses,Outback Lager
Eastern                                           ,1997,560.0000,Condiments,LINO-Delicateses,Aniseed Syrup
Eastern                                           ,1997,576.0000,Meat/Poultry,LINO-Delicateses,Pt chinois
Eastern                                           ,1997,180.0000,Beverages,Lonesome Pine Restaurant,Lakkalikri
Eastern                                           ,1997,98.0000,Beverages,Lonesome Pine Restaurant,Laughing Lumberjack Lager
Eastern                                           ,1997,55.0000,Dairy Products,Lonesome Pine Restaurant,Raclette Courdavault
Eastern                                           ,1997,1060.0000,Produce,Lonesome Pine Restaurant,Manjimup Dried Apples
Eastern                                           ,1997,319.2000,Produce,Lonesome Pine Restaurant,Rssle Sauerkraut
Eastern                                           ,1997,36.0000,Beverages,Magazzini Alimentari Riuniti,Chartreuse verte
Eastern                                           ,1997,747.0000,Confections,Magazzini Alimentari Riuniti,Gumbr Gummibrchen
Eastern                                           ,1997,480.0000,Confections,Magazzini Alimentari Riuniti,Maxilaku
Eastern                                           ,1997,1044.0000,Dairy Products,Magazzini Alimentari Riuniti,Mozzarella di Giovanni
Eastern                                           ,1997,448.0000,Grains/Cereals,Magazzini Alimentari Riuniti,Singaporean Hokkien Fried Mee
Eastern                                           ,1997,570.0000,Seafood,Magazzini Alimentari Riuniti,Inlagd Sill
Eastern                                           ,1997,1380.0000,Beverages,Maison Dewey,Ipoh Coffee
Eastern                                           ,1997,168.0000,Confections,Maison Dewey,NuNuCa Nu-Nougat-Creme
Eastern                                           ,1997,1756.0000,Confections,Maison Dewey,Schoggi Schokolade
Eastern                                           ,1997,250.0000,Confections,Maison Dewey,Scottish Longbreads
Eastern                                           ,1997,360.0000,Dairy Products,Maison Dewey,Gudbrandsdalsost
Eastern                                           ,1997,522.0000,Dairy Products,Maison Dewey,Mozzarella di Giovanni
Eastern                                           ,1997,336.0000,Meat/Poultry,Maison Dewey,Pt chinois
Eastern                                           ,1997,912.0000,Produce,Maison Dewey,Rssle Sauerkraut
Eastern                                           ,1997,360.0000,Beverages,Mre Paillarde,Chai
Eastern                                           ,1997,1750.0000,Condiments,Mre Paillarde,Grandma's Boysenberry Spread
Eastern                                           ,1997,780.0000,Condiments,Mre Paillarde,Original Frankfurter grne Soe
Eastern                                           ,1997,523.5000,Confections,Mre Paillarde,Pavlova
Eastern                                           ,1997,187.5000,Confections,Mre Paillarde,Scottish Longbreads
Eastern                                           ,1997,2380.0000,Dairy Products,Mre Paillarde,Camembert Pierrot
Eastern                                           ,1997,322.5000,Dairy Products,Mre Paillarde,Flotemysost
Eastern                                           ,1997,1100.0000,Dairy Products,Mre Paillarde,Raclette Courdavault
Eastern                                           ,1997,760.0000,Grains/Cereals,Mre Paillarde,Gnocchi di nonna Alice
Eastern                                           ,1997,180.0000,Beverages,Morgenstern Gesundkost,Lakkalikri
Eastern                                           ,1997,263.4000,Condiments,Morgenstern Gesundkost,Vegie-spread
Eastern                                           ,1997,1044.0000,Dairy Products,Morgenstern Gesundkost,Mozzarella di Giovanni
Eastern                                           ,1997,660.0000,Dairy Products,Morgenstern Gesundkost,Raclette Courdavault
Eastern                                           ,1997,144.0000,Beverages,North/South,Chai
Eastern                                           ,1997,108.0000,Dairy Products,North/South,Gudbrandsdalsost
Eastern                                           ,1997,872.5000,Confections,Old World Delicatessen,Pavlova
Eastern                                           ,1997,250.0000,Dairy Products,Old World Delicatessen,Gorgonzola Telino
Eastern                                           ,1997,560.0000,Grains/Cereals,Old World Delicatessen,Singaporean Hokkien Fried Mee
Eastern                                           ,1997,760.0000,Beverages,Ottilies Kseladen,Chang
Eastern                                           ,1997,180.0000,Beverages,Ottilies Kseladen,Chartreuse verte
Eastern                                           ,1997,631.5000,Condiments,Ottilies Kseladen,Louisiana Fiery Hot Pepper Sauce
Eastern                                           ,1997,130.0000,Condiments,Ottilies Kseladen,Original Frankfurter grne Soe
Eastern                                           ,1997,523.5000,Confections,Ottilies Kseladen,Pavlova
Eastern                                           ,1997,500.0000,Confections,Ottilies Kseladen,Scottish Longbreads
Eastern                                           ,1997,986.0000,Confections,Ottilies Kseladen,Tarte au sucre
Eastern                                           ,1997,258.0000,Dairy Products,Ottilies Kseladen,Flotemysost
Eastern                                           ,1997,432.0000,Dairy Products,Ottilies Kseladen,Gudbrandsdalsost
Eastern                                           ,1997,504.0000,Dairy Products,Ottilies Kseladen,Queso Cabrales
Eastern                                           ,1997,180.0000,Grains/Cereals,Ottilies Kseladen,Tunnbrd
Eastern                                           ,1997,348.7500,Produce,Ottilies Kseladen,Tofu
Eastern                                           ,1997,1050.0000,Produce,Ottilies Kseladen,Uncle Bob's Organic Dried Pears
Eastern                                           ,1997,86.8500,Seafood,Ottilies Kseladen,Jack's New England Clam Chowder
Eastern                                           ,1997,60.0000,Seafood,Ottilies Kseladen,Konbu
Eastern                                           ,1997,420.0000,Beverages,Pericles Comidas clsicas,Laughing Lumberjack Lager
Eastern                                           ,1997,62.0000,Beverages,Pericles Comidas clsicas,Rhnbru Klosterbier
Eastern                                           ,1997,196.8000,Meat/Poultry,Pericles Comidas clsicas,Perth Pasties
Eastern                                           ,1997,655.2000,Produce,Pericles Comidas clsicas,Rssle Sauerkraut
Eastern                                           ,1997,223.2000,Produce,Pericles Comidas clsicas,Tofu
Eastern                                           ,1997,308.7000,Seafood,Pericles Comidas clsicas,Boston Crab Meat
Eastern                                           ,1997,199.5000,Seafood,Pericles Comidas clsicas,Rogede sild
Eastern                                           ,1997,468.4500,Confections,Piccolo und mehr,Gumbr Gummibrchen
Eastern                                           ,1997,1170.0000,Meat/Poultry,Piccolo und mehr,Alice Mutton
Eastern                                           ,1997,651.0000,Produce,Piccolo und mehr,Tofu
Eastern                                           ,1997,216.0000,Beverages,Princesa Isabel Vinhos,Chai
Eastern                                           ,1997,288.0000,Beverages,Princesa Isabel Vinhos,Chartreuse verte
Eastern                                           ,1997,168.0000,Confections,Princesa Isabel Vinhos,Sir Rodney's Scones
Eastern                                           ,1997,360.0000,Beverages,Que Delcia,Chartreuse verte
Eastern                                           ,1997,360.0000,Beverages,Que Delcia,Steeleye Stout
Eastern                                           ,1997,260.0000,Condiments,Que Delcia,Original Frankfurter grne Soe
Eastern                                           ,1997,187.3800,Confections,Que Delcia,Gumbr Gummibrchen
Eastern                                           ,1997,276.0000,Confections,Que Delcia,Teatime Chocolate Biscuits
Eastern                                           ,1997,747.0000,Confections,Queen Cozinha,Gumbr Gummibrchen
Eastern                                           ,1997,36.5000,Confections,Queen Cozinha,Teatime Chocolate Biscuits
Eastern                                           ,1997,510.0000,Dairy Products,Queen Cozinha,Camembert Pierrot
Eastern                                           ,1997,288.0000,Meat/Poultry,Queen Cozinha,Pt chinois
Eastern                                           ,1997,141.6000,Meat/Poultry,Queen Cozinha,Tourtire
Eastern                                           ,1997,110.4000,Seafood,Queen Cozinha,Boston Crab Meat
Eastern                                           ,1997,388.3500,Seafood,Queen Cozinha,Nord-Ost Matjeshering
Eastern                                           ,1997,540.0000,Beverages,QUICK-Stop,Chai
Eastern                                           ,1997,912.0000,Beverages,QUICK-Stop,Chang
Eastern                                           ,1997,1840.0000,Beverages,QUICK-Stop,Ipoh Coffee
Eastern                                           ,1997,310.0000,Beverages,QUICK-Stop,Rhnbru Klosterbier
Eastern                                           ,1997,1439.3000,Condiments,QUICK-Stop,Gula Malacca
Eastern                                           ,1997,470.4000,Condiments,QUICK-Stop,Louisiana Fiery Hot Pepper Sauce
Eastern                                           ,1997,1482.0000,Condiments,QUICK-Stop,Original Frankfurter grne Soe
Eastern                                           ,1997,364.8000,Condiments,QUICK-Stop,Sirop d'rable
Eastern                                           ,1997,872.5000,Confections,QUICK-Stop,Pavlova
Eastern                                           ,1997,5268.0000,Confections,QUICK-Stop,Schoggi Schokolade
Eastern                                           ,1997,600.0000,Confections,QUICK-Stop,Sir Rodney's Scones
Eastern                                           ,1997,2366.4000,Confections,QUICK-Stop,Tarte au sucre
Eastern                                           ,1997,460.0000,Confections,QUICK-Stop,Teatime Chocolate Biscuits
Eastern                                           ,1997,418.0000,Confections,QUICK-Stop,Zaanse koeken
Eastern                                           ,1997,4726.0000,Dairy Products,QUICK-Stop,Camembert Pierrot
Eastern                                           ,1997,40.0000,Dairy Products,QUICK-Stop,Geitost
Eastern                                           ,1997,687.5000,Dairy Products,QUICK-Stop,Gorgonzola Telino
Eastern                                           ,1997,1400.0000,Grains/Cereals,QUICK-Stop,Singaporean Hokkien Fried Mee
Eastern                                           ,1997,931.0000,Grains/Cereals,QUICK-Stop,Wimmers gute Semmelkndel
Eastern                                           ,1997,1552.0000,Meat/Poultry,QUICK-Stop,Mishi Kobe Niku
Eastern                                           ,1997,2304.0000,Meat/Poultry,QUICK-Stop,Pt chinois
Eastern                                           ,1997,4951.6000,Meat/Poultry,QUICK-Stop,Thringer Rostbratwurst
Eastern                                           ,1997,120.0000,Produce,QUICK-Stop,Longlife Tofu
Eastern                                           ,1997,2544.0000,Produce,QUICK-Stop,Manjimup Dried Apples
Eastern                                           ,1997,1288.0000,Seafood,QUICK-Stop,Boston Crab Meat
Eastern                                           ,1997,2500.0000,Seafood,QUICK-Stop,Carnarvon Tigers
Eastern                                           ,1997,950.0000,Seafood,QUICK-Stop,Rogede sild
Eastern                                           ,1997,285.0000,Condiments,Rancho grande,Sirop d'rable
Eastern                                           ,1997,149.4000,Confections,Rancho grande,Gumbr Gummibrchen
Eastern                                           ,1997,50.0000,Confections,Rancho grande,Sir Rodney's Scones
Eastern                                           ,1997,371.0000,Produce,Rancho grande,Manjimup Dried Apples
Eastern                                           ,1997,294.0000,Seafood,Rancho grande,Boston Crab Meat
Eastern                                           ,1997,540.0000,Beverages,Rattlesnake Canyon Grocery,Lakkalikri
Eastern                                           ,1997,139.5000,Beverages,Rattlesnake Canyon Grocery,Rhnbru Klosterbier
Eastern                                           ,1997,336.0000,Condiments,Rattlesnake Canyon Grocery,Louisiana Fiery Hot Pepper Sauce
Eastern                                           ,1997,490.0000,Confections,Rattlesnake Canyon Grocery,NuNuCa Nu-Nougat-Creme
Eastern                                           ,1997,2195.0000,Confections,Rattlesnake Canyon Grocery,Schoggi Schokolade
Eastern                                           ,1997,1225.5000,Dairy Products,Rattlesnake Canyon Grocery,Flotemysost
Eastern                                           ,1997,512.5000,Dairy Products,Rattlesnake Canyon Grocery,Gorgonzola Telino
Eastern                                           ,1997,2128.0000,Grains/Cereals,Rattlesnake Canyon Grocery,Gnocchi di nonna Alice
Eastern                                           ,1997,624.0000,Meat/Poultry,Rattlesnake Canyon Grocery,Alice Mutton
Eastern                                           ,1997,600.0000,Meat/Poultry,Rattlesnake Canyon Grocery,Pt chinois
Eastern                                           ,1997,372.6000,Seafood,Rattlesnake Canyon Grocery,Nord-Ost Matjeshering
Eastern                                           ,1997,493.0000,Confections,Reggiani Caseifici,Tarte au sucre
Eastern                                           ,1997,50.0000,Dairy Products,Reggiani Caseifici,Geitost
Eastern                                           ,1997,550.0000,Dairy Products,Reggiani Caseifici,Raclette Courdavault
Eastern                                           ,1997,380.0000,Grains/Cereals,Reggiani Caseifici,Gnocchi di nonna Alice
Eastern                                           ,1997,780.0000,Meat/Poultry,Reggiani Caseifici,Alice Mutton
Eastern                                           ,1997,193.0000,Seafood,Reggiani Caseifici,Jack's New England Clam Chowder
Eastern                                           ,1997,380.0000,Beverages,Ricardo Adocicados,Chang
Eastern                                           ,1997,67.5000,Beverages,Ricardo Adocicados,Guaran Fantstica
Eastern                                           ,1997,588.0000,Condiments,Ricardo Adocicados,Louisiana Fiery Hot Pepper Sauce
Eastern                                           ,1997,225.0000,Confections,Ricardo Adocicados,Scottish Longbreads
Eastern                                           ,1997,292.0000,Confections,Ricardo Adocicados,Teatime Chocolate Biscuits
Eastern                                           ,1997,34.4000,Dairy Products,Ricardo Adocicados,Flotemysost
Eastern                                           ,1997,490.0000,Grains/Cereals,Ricardo Adocicados,Filo Mix
Eastern                                           ,1997,315.0000,Grains/Cereals,Ricardo Adocicados,Gustaf's Knckebrd
Eastern                                           ,1997,475.0000,Seafood,Ricardo Adocicados,Inlagd Sill
Eastern                                           ,1997,1632.0000,Dairy Products,Richter Supermarkt,Camembert Pierrot
Eastern                                           ,1997,375.0000,Dairy Products,Richter Supermarkt,Gorgonzola Telino
Eastern                                           ,1997,576.0000,Dairy Products,Richter Supermarkt,Gudbrandsdalsost
Eastern                                           ,1997,730.8000,Dairy Products,Richter Supermarkt,Mozzarella di Giovanni
Eastern                                           ,1997,318.0000,Produce,Richter Supermarkt,Manjimup Dried Apples
Eastern                                           ,1997,265.0000,Seafood,Richter Supermarkt,Escargots de Bourgogne
Eastern                                           ,1997,135.0000,Seafood,Richter Supermarkt,Rd Kaviar
Eastern                                           ,1997,1254.0000,Beverages,Save-a-lot Markets,Chang
Eastern                                           ,1997,1440.0000,Beverages,Save-a-lot Markets,Lakkalikri
Eastern                                           ,1997,775.0000,Condiments,Save-a-lot Markets,Genen Shouyu
Eastern                                           ,1997,2052.0000,Condiments,Save-a-lot Markets,Sirop d'rable
Eastern                                           ,1997,936.9000,Confections,Save-a-lot Markets,Gumbr Gummibrchen
Eastern                                           ,1997,360.0000,Confections,Save-a-lot Markets,Maxilaku
Eastern                                           ,1997,681.1000,Confections,Save-a-lot Markets,Pavlova
Eastern                                           ,1997,110.4000,Confections,Save-a-lot Markets,Teatime Chocolate Biscuits
Eastern                                           ,1997,570.0000,Confections,Save-a-lot Markets,Zaanse koeken
Eastern                                           ,1997,2380.0000,Dairy Products,Save-a-lot Markets,Camembert Pierrot
Eastern                                           ,1997,35.0000,Dairy Products,Save-a-lot Markets,Geitost
Eastern                                           ,1997,417.6000,Dairy Products,Save-a-lot Markets,Mozzarella di Giovanni
Eastern                                           ,1997,2394.0000,Grains/Cereals,Save-a-lot Markets,Gnocchi di nonna Alice
Eastern                                           ,1997,4953.0000,Meat/Poultry,Save-a-lot Markets,Alice Mutton
Eastern                                           ,1997,3936.0000,Meat/Poultry,Save-a-lot Markets,Perth Pasties
Eastern                                           ,1997,2376.0000,Meat/Poultry,Save-a-lot Markets,Thringer Rostbratwurst
Eastern                                           ,1997,1350.0000,Produce,Save-a-lot Markets,Uncle Bob's Organic Dried Pears
Eastern                                           ,1997,772.8000,Seafood,Save-a-lot Markets,Boston Crab Meat
Eastern                                           ,1997,159.0000,Seafood,Save-a-lot Markets,Escargots de Bourgogne
Eastern                                           ,1997,2728.0000,Seafood,Save-a-lot Markets,Ikura
Eastern                                           ,1997,1045.0000,Seafood,Save-a-lot Markets,Inlagd Sill
Eastern                                           ,1997,636.9000,Seafood,Save-a-lot Markets,Jack's New England Clam Chowder
Eastern                                           ,1997,1045.0000,Seafood,Save-a-lot Markets,Rogede sild
Eastern                                           ,1997,828.0000,Seafood,Save-a-lot Markets,Spegesild
Eastern                                           ,1997,1050.0000,Dairy Products,Seven Seas Imports,Queso Cabrales
Eastern                                           ,1997,52.1500,Meat/Poultry,Seven Seas Imports,Tourtire
Eastern                                           ,1997,530.0000,Produce,Seven Seas Imports,Manjimup Dried Apples
Eastern                                           ,1997,10540.0000,Beverages,Simons bistro,Cte de Blaye
Eastern                                           ,1997,364.0000,Condiments,Simons bistro,Original Frankfurter grne Soe
Eastern                                           ,1997,360.0000,Confections,Simons bistro,Scottish Longbreads
Eastern                                           ,1997,246.5000,Confections,Simons bistro,Tarte au sucre
Eastern                                           ,1997,835.2000,Dairy Products,Simons bistro,Mozzarella di Giovanni
Eastern                                           ,1997,1440.0000,Meat/Poultry,Simons bistro,Pt chinois
Eastern                                           ,1997,1590.0000,Produce,Simons bistro,Manjimup Dried Apples
Eastern                                           ,1997,570.0000,Seafood,Simons bistro,Inlagd Sill
Eastern                                           ,1997,647.2500,Seafood,Simons bistro,Nord-Ost Matjeshering
Eastern                                           ,1997,19.2000,Seafood,Simons bistro,Spegesild
Eastern                                           ,1997,52.3500,Confections,Spcialits du monde,Pavlova
Eastern                                           ,1997,153.3000,Confections,Suprmes dlices,Teatime Chocolate Biscuits
Eastern                                           ,1997,588.0000,Grains/Cereals,Suprmes dlices,Singaporean Hokkien Fried Mee
Eastern                                           ,1997,2635.0000,Beverages,The Big Cheese,Cte de Blaye
Eastern                                           ,1997,140.0000,Beverages,The Big Cheese,Sasquatch Ale
Eastern                                           ,1997,194.5000,Condiments,The Cracker Box,Gula Malacca
Eastern                                           ,1997,742.7400,Meat/Poultry,The Cracker Box,Thringer Rostbratwurst
Eastern                                           ,1997,456.0000,Produce,The Cracker Box,Rssle Sauerkraut
Eastern                                           ,1997,1064.0000,Grains/Cereals,Toms Spezialitten,Gnocchi di nonna Alice
Eastern                                           ,1997,3952.5000,Beverages,Tortuga Restaurante,Cte de Blaye
Eastern                                           ,1997,22.5000,Beverages,Tortuga Restaurante,Guaran Fantstica
Eastern                                           ,1997,583.5000,Condiments,Tortuga Restaurante,Gula Malacca
Eastern                                           ,1997,64.4000,Confections,Tortuga Restaurante,Teatime Chocolate Biscuits
Eastern                                           ,1997,62.0000,Seafood,Tortuga Restaurante,Ikura
Eastern                                           ,1997,440.0000,Condiments,Tradio Hipermercados,Chef Anton's Cajun Seasoning
Eastern                                           ,1997,493.0000,Confections,Tradio Hipermercados,Tarte au sucre
Eastern                                           ,1997,480.0000,Meat/Poultry,Tradio Hipermercados,Pt chinois
Eastern                                           ,1997,493.0000,Confections,Trail's Head Gourmet Provisioners,Tarte au sucre
Eastern                                           ,1997,35.0000,Dairy Products,Trail's Head Gourmet Provisioners,Geitost
Eastern                                           ,1997,199.5000,Grains/Cereals,Trail's Head Gourmet Provisioners,Wimmers gute Semmelkndel
Eastern                                           ,1997,36.8000,Seafood,Trail's Head Gourmet Provisioners,Boston Crab Meat
Eastern                                           ,1997,90.0000,Beverages,Vaffeljernet,Guaran Fantstica
Eastern                                           ,1997,196.0000,Beverages,Vaffeljernet,Sasquatch Ale
Eastern                                           ,1997,140.0000,Condiments,Vaffeljernet,Aniseed Syrup
Eastern                                           ,1997,325.0000,Confections,Vaffeljernet,Valkoinen suklaa
Eastern                                           ,1997,1782.0000,Meat/Poultry,Vaffeljernet,Thringer Rostbratwurst
Eastern                                           ,1997,372.5000,Meat/Poultry,Vaffeljernet,Tourtire
Eastern                                           ,1997,2736.0000,Produce,Vaffeljernet,Rssle Sauerkraut
Eastern                                           ,1997,300.0000,Produce,Vaffeljernet,Uncle Bob's Organic Dried Pears
Eastern                                           ,1997,294.0000,Seafood,Vaffeljernet,Boston Crab Meat
Eastern                                           ,1997,558.0000,Seafood,Vaffeljernet,Ikura
Eastern                                           ,1997,228.0000,Seafood,Vaffeljernet,Rogede sild
Eastern                                           ,1997,540.0000,Beverages,Victuailles en stock,Steeleye Stout
Eastern                                           ,1997,1972.0000,Confections,Victuailles en stock,Tarte au sucre
Eastern                                           ,1997,1112.0000,Dairy Products,Victuailles en stock,Mozzarella di Giovanni
Eastern                                           ,1997,684.0000,Produce,Victuailles en stock,Uncle Bob's Organic Dried Pears
Eastern                                           ,1997,496.0000,Seafood,Victuailles en stock,Ikura
Eastern                                           ,1997,192.0000,Seafood,Victuailles en stock,Spegesild
Eastern                                           ,1997,115.8000,Seafood,Vins et alcools Chevalier,Jack's New England Clam Chowder
Eastern                                           ,1997,24.0000,Seafood,Vins et alcools Chevalier,Konbu
Eastern                                           ,1997,225.0000,Beverages,Die Wandernde Kuh,Outback Lager
Eastern                                           ,1997,100.0000,Dairy Products,Die Wandernde Kuh,Gorgonzola Telino
Eastern                                           ,1997,720.0000,Dairy Products,Die Wandernde Kuh,Gudbrandsdalsost
Eastern                                           ,1997,498.7500,Grains/Cereals,Die Wandernde Kuh,Wimmers gute Semmelkndel
Eastern                                           ,1997,96.0000,Meat/Poultry,Die Wandernde Kuh,Pt chinois
Eastern                                           ,1997,144.0000,Beverages,Wartian Herkku,Chai
Eastern                                           ,1997,108.0000,Beverages,Wartian Herkku,Steeleye Stout
Eastern                                           ,1997,550.0000,Condiments,Wartian Herkku,Chef Anton's Cajun Seasoning
Eastern                                           ,1997,244.3000,Confections,Wartian Herkku,Pavlova
Eastern                                           ,1997,816.0000,Dairy Products,Wartian Herkku,Camembert Pierrot
Eastern                                           ,1997,375.0000,Dairy Products,Wartian Herkku,Gorgonzola Telino
Eastern                                           ,1997,360.0000,Dairy Products,Wartian Herkku,Gudbrandsdalsost
Eastern                                           ,1997,315.0000,Dairy Products,Wartian Herkku,Queso Cabrales
Eastern                                           ,1997,1900.0000,Grains/Cereals,Wartian Herkku,Gnocchi di nonna Alice
Eastern                                           ,1997,504.0000,Grains/Cereals,Wartian Herkku,Gustaf's Knckebrd
Eastern                                           ,1997,1237.9000,Meat/Poultry,Wartian Herkku,Thringer Rostbratwurst
Eastern                                           ,1997,22.3500,Meat/Poultry,Wartian Herkku,Tourtire
Eastern                                           ,1997,350.0000,Produce,Wartian Herkku,Longlife Tofu
Eastern                                           ,1997,79.5000,Seafood,Wartian Herkku,Escargots de Bourgogne
Eastern                                           ,1997,60.0000,Seafood,Wartian Herkku,Konbu
Eastern                                           ,1997,210.0000,Confections,Wellington Importadora,NuNuCa Nu-Nougat-Creme
Eastern                                           ,1997,220.8000,Confections,Wellington Importadora,Teatime Chocolate Biscuits
Eastern                                           ,1997,825.0000,Dairy Products,Wellington Importadora,Raclette Courdavault
Eastern                                           ,1997,836.0000,Beverages,White Clover Markets,Chang
Eastern                                           ,1997,630.0000,Beverages,White Clover Markets,Steeleye Stout
Eastern                                           ,1997,31.0000,Condiments,White Clover Markets,Gula Malacca
Eastern                                           ,1997,712.5000,Condiments,White Clover Markets,Sirop d'rable
Eastern                                           ,1997,486.5000,Confections,White Clover Markets,Pavlova
Eastern                                           ,1997,120.0000,Confections,White Clover Markets,Sir Rodney's Scones
Eastern                                           ,1997,532.0000,Grains/Cereals,White Clover Markets,Gnocchi di nonna Alice
Eastern                                           ,1997,328.0000,Meat/Poultry,White Clover Markets,Perth Pasties
Eastern                                           ,1997,228.0000,Produce,White Clover Markets,Rssle Sauerkraut
Eastern                                           ,1997,380.0000,Seafood,White Clover Markets,Rogede sild
Eastern                                           ,1997,276.0000,Beverages,Wilman Kala,Ipoh Coffee
Eastern                                           ,1997,52.3500,Confections,Wilman Kala,Pavlova
Eastern                                           ,1997,84.0000,Grains/Cereals,Wilman Kala,Singaporean Hokkien Fried Mee
Eastern                                           ,1997,120.0000,Meat/Poultry,Wilman Kala,Pt chinois
Eastern                                           ,1997,190.0000,Beverages,Wolski  Zajazd,Chang
Eastern                                           ,1997,187.5000,Confections,Wolski  Zajazd,Scottish Longbreads
Eastern                                           ,1997,22.3500,Meat/Poultry,Wolski  Zajazd,Tourtire
Eastern                                           ,1998,400.0000,Condiments,Alfreds Futterkiste,Grandma's Boysenberry Spread
Eastern                                           ,1998,26.0000,Condiments,Alfreds Futterkiste,Original Frankfurter grne Soe
Eastern                                           ,1998,825.0000,Dairy Products,Alfreds Futterkiste,Raclette Courdavault
Eastern                                           ,1998,91.2000,Produce,Alfreds Futterkiste,Rssle Sauerkraut
Eastern                                           ,1998,64.4000,Confections,Ana Trujillo Emparedados y helados,Teatime Chocolate Biscuits
Eastern                                           ,1998,348.0000,Dairy Products,Ana Trujillo Emparedados y helados,Mozzarella di Giovanni
Eastern                                           ,1998,42.0000,Dairy Products,Ana Trujillo Emparedados y helados,Queso Cabrales
Eastern                                           ,1998,60.0000,Seafood,Ana Trujillo Emparedados y helados,Konbu
Eastern                                           ,1998,210.0000,Beverages,Around the Horn,Laughing Lumberjack Lager
Eastern                                           ,1998,72.0000,Beverages,Around the Horn,Steeleye Stout
Eastern                                           ,1998,390.0000,Confections,Around the Horn,Valkoinen suklaa
Eastern                                           ,1998,399.0000,Beverages,Berglunds snabbkp,Chang
Eastern                                           ,1998,27.0000,Beverages,Berglunds snabbkp,Guaran Fantstica
Eastern                                           ,1998,300.0000,Confections,Berglunds snabbkp,Maxilaku
Eastern                                           ,1998,230.0000,Confections,Berglunds snabbkp,Teatime Chocolate Biscuits
Eastern                                           ,1998,199.5000,Confections,Berglunds snabbkp,Zaanse koeken
Eastern                                           ,1998,1035.6000,Seafood,Berglunds snabbkp,Nord-Ost Matjeshering
Eastern                                           ,1998,378.0000,Beverages,Bon app',Chartreuse verte
Eastern                                           ,1998,500.0000,Condiments,Bon app',Grandma's Boysenberry Spread
Eastern                                           ,1998,92.0000,Confections,Bon app',Teatime Chocolate Biscuits
Eastern                                           ,1998,465.0000,Produce,Bon app',Tofu
Eastern                                           ,1998,465.0000,Seafood,Bon app',Ikura
Eastern                                           ,1998,135.0000,Beverages,Bottom-Dollar Markets,Guaran Fantstica
Eastern                                           ,1998,414.0000,Beverages,Bottom-Dollar Markets,Ipoh Coffee
Eastern                                           ,1998,77.5000,Beverages,Bottom-Dollar Markets,Rhnbru Klosterbier
Eastern                                           ,1998,300.0000,Condiments,Bottom-Dollar Markets,Grandma's Boysenberry Spread
Eastern                                           ,1998,640.0000,Condiments,Bottom-Dollar Markets,Northwoods Cranberry Sauce
Eastern                                           ,1998,3993.3000,Confections,Bottom-Dollar Markets,Tarte au sucre
Eastern                                           ,1998,234.0000,Meat/Poultry,Bottom-Dollar Markets,Alice Mutton
Eastern                                           ,1998,600.0000,Produce,Bottom-Dollar Markets,Uncle Bob's Organic Dried Pears
Eastern                                           ,1998,930.0000,Seafood,Bottom-Dollar Markets,Ikura
Eastern                                           ,1998,1380.0000,Beverages,B's Beverages,Ipoh Coffee
Eastern                                           ,1998,441.0000,Grains/Cereals,B's Beverages,Gustaf's Knckebrd
Eastern                                           ,1998,120.0000,Produce,B's Beverages,Uncle Bob's Organic Dried Pears
Eastern                                           ,1998,90.0000,Seafood,B's Beverages,Konbu
